benchmark	number	duration	time	rss	heapUsed	heapTotal	nodeVersion	v8Version	bytes	rows
new-parser	287	240	1349613862139	291573760	9536640	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	288	242	1349613862381	291573760	16361040	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	289	241	1349613862622	291573760	6693096	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	290	240	1349613862865	291573760	9537584	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	291	240	1349613863105	291573760	16361480	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	292	243	1349613863348	291573760	6693472	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	293	241	1349613863589	291573760	13508904	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	294	242	1349613863831	291573760	3827992	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	295	243	1349613864074	291573760	10606192	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	296	245	1349613864323	291573760	9551656	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	297	241	1349613864564	291573760	16374440	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	298	241	1349613864805	291573760	6705496	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	299	241	1349613865049	291573760	9544360	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	300	240	1349613865289	291573760	16367280	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	301	243	1349613865532	291573760	6698216	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	302	241	1349613865776	291573760	9544864	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	303	241	1349613866018	291573760	16367760	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	304	244	1349613866262	291573760	6698784	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	305	241	1349613866505	291573760	9544312	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	306	240	1349613866746	291573760	16367368	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	307	240	1349613866986	291573760	6698304	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	308	240	1349613867229	291573760	9543984	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	309	241	1349613867470	291573760	16366984	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	310	243	1349613867713	291573760	6697928	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	311	240	1349613867955	291573760	9537648	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	312	241	1349613868197	291573760	16361544	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	313	242	1349613868439	291573760	6693632	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	314	241	1349613868683	291573760	9538128	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	315	241	1349613868924	291573760	16362016	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	316	240	1349613869164	291573760	6694008	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	317	240	1349613869404	291573760	13507120	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	318	241	1349613869646	291573760	3825920	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	319	242	1349613869888	291573760	10604080	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	320	241	1349613870129	291573760	17408912	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	321	243	1349613870373	291573760	7715192	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	322	242	1349613870616	291573760	14517280	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	323	242	1349613870861	291573760	9584456	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	324	240	1349613871101	291573760	16389256	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	325	241	1349613871342	291573760	6711800	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	326	240	1349613871585	291573760	9545080	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	327	240	1349613871825	291573760	16367864	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	328	240	1349613872065	291573760	6698752	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	329	240	1349613872308	291573760	9544568	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	330	240	1349613872548	291573760	16367360	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	331	241	1349613872789	291573760	6698264	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	332	240	1349613873032	291573760	9545184	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	333	240	1349613873272	291573760	16368184	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	334	241	1349613873513	291573760	6699072	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	335	240	1349613873755	291573760	9544224	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	336	239	1349613873994	291573760	16367160	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	337	240	1349613874234	291573760	6698096	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	338	239	1349613874476	291573760	9537592	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	339	240	1349613874716	291573760	16361608	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	340	241	1349613874957	291573760	6693648	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	341	239	1349613875198	291573760	9538200	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	342	240	1349613875438	291573760	16362504	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	343	240	1349613875678	291573760	6694816	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	344	239	1349613875917	291573760	13507968	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	345	240	1349613876158	291573760	3827008	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	346	241	1349613876399	291573760	10605168	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	347	240	1349613876642	291573760	9551888	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	348	239	1349613876881	291573760	16374672	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	349	241	1349613877122	291573760	6705728	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	350	241	1349613877365	291573760	9544304	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	351	239	1349613877604	291573760	16367256	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	352	241	1349613877845	291573760	6698280	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	353	240	1349613878087	291573760	9545296	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	354	240	1349613878327	291573760	16368192	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	355	241	1349613878568	291573760	6699080	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	356	240	1349613878810	291573760	9544208	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	357	239	1349613879049	291573760	16367056	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	358	240	1349613879291	291573760	6698280	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	359	241	1349613879534	291573760	9544880	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	360	240	1349613879774	291573760	16367840	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	361	240	1349613880014	291573760	6698776	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	362	240	1349613880257	291573760	9537888	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	363	241	1349613880498	291573760	16361720	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	364	241	1349613880739	291573760	6693888	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	365	242	1349613880983	291573760	9538616	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	366	240	1349613881223	291573760	16362448	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	367	242	1349613881465	291573760	6694520	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	368	240	1349613881705	291573760	13507632	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	369	240	1349613881945	291573760	3826480	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	370	242	1349613882187	291573760	10604632	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	371	241	1349613882431	291573760	9551712	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	372	239	1349613882671	291573760	16374496	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	373	242	1349613882913	291573760	6707752	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	374	240	1349613883155	291573760	9544360	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	375	240	1349613883396	291573760	16367144	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	376	241	1349613883637	291573760	6698152	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	377	243	1349613883882	299925504	9544344	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	378	238	1349613884120	299978752	16367304	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	379	240	1349613884361	299978752	6698280	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	380	239	1349613884603	299978752	9544448	37588480	0.8.11	3.11.10.22	180821863	100000
